Name,Smile,Vendor
Z240257640,Cc1cnc(NC(=O)Cc2cnn(-c3ccccc3)c2)s1,enamine
Z466468950,Cc1cnc(NC(=O)Cc2ccc(NC(=O)c3ccc(Br)o3)cc2)s1,enamine
Z1171595754,Cc1ccc(C)c(C(=O)NC(C)c2nc(-c3cccnc3)cs2)c1,enamine
Z1171595735,CC(NC(=O)c1ccccc1Cl)c1nc(-c2cccnc2)cs1,enamine
Z1171595857,Cc1cccc(C(=O)NC(C)c2nc(-c3cccnc3)cs2)c1,enamine
Z383072320,Cc1cnc(NC(=O)Cc2csc(Cc3ccccc3)n2)s1,enamine
Z838111166,Fc1cc(CNc2ncnc3[nH]ncc23)ccc1-n1ccnc1,enamine
Z423348326,Cc1cnc(NC(=O)Cc2ccc(-n3cccn3)cc2)s1,enamine
Z810374486,Cc1cnc(NC(=O)Cc2c(C)nc(-c3cccnc3)[nH]c2=O)s1,enamine
Z605744650,Cc1cnc(NC(=O)Cc2c(C)nc(-c3ccccn3)[nH]c2=O)s1,enamine
Z510988444,Cc1cc(C)n(-c2ccc(CNC(=O)c3cccnc3N3CCCC3)cn2)n1,enamine
Z372548604,Cc1cc(NC(=O)Cc2coc(-c3ccccc3)n2)n(C)n1,enamine
Z826626930,Cn1nc2c(c1NC(=O)Cc1coc(-c3ccccc3)n1)CCC2,enamine
Z443898964,Cc1cc(NC(=O)Cc2c(C)nn(-c3ccc(Cl)cc3)c2C)n(C)n1,enamine
Z826627808,Cn1nc2c(c1NC(=O)Cc1csc(-c3ccccc3)n1)CCC2,enamine
Z850545058,c1cc(CNCc2ccnc(-n3cccn3)c2)c2c(c1)OCO2,enamine
Z649226286,O=C(NCc1cc(-c2ccccc2)no1)c1cnn(-c2ccccc2)c1,enamine
Z406391204,NC(=O)c1ccccc1OCc1csc(Cc2ccccc2)n1,enamine
Z392129012,COC(=O)c1cccc(NC(=O)Cc2csc(Cc3ccccc3)n2)c1,enamine
Z297572124,Cc1ccc(-c2nc(Cn3nnc(-c4ccccc4)n3)co2)c(C)c1,enamine
Z424522620,Cc1ccc(C)c(Oc2ccc(CNC(=O)c3ccoc3C)cn2)c1,enamine
Z453640222,CCc1nc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)sc1C,enamine
Z605999052,Cc1cc2cc(NC(=O)Cc3c(C)nc(-c4ccccn4)[nH]c3=O)ccc2[nH]1,enamine
Z27852265,COc1ccc(-c2csc(NC(=O)c3n[nH]c(=O)c4ccccc34)n2)cc1,enamine
Z927286294,O=C(Cc1csc(-c2ccccc2Cl)n1)Nc1ccnn1CC1CCOC1,enamine
Z432212540,O=C(Cc1csc(-c2ccccc2)n1)Nc1cccc(-n2ccnc2)c1,enamine
Z927972360,COc1ccccc1-c1cc(NC(=O)c2n[nH]c3ccccc23)[nH]n1,enamine
Z1987479947,CC(C)n1cnc(C(=O)NCc2noc(-c3ccccc3F)n2)c1,enamine
Z927285444,Cc1oc(-c2ccccc2)nc1CC(=O)Nc1ccnn1CC1CCOC1,enamine
Z118510280,Cc1cc(Nc2ccc(NS(=O)(=O)c3ccc(F)c(F)c3)cc2)n2ncnc2n1,enamine
Z16422693,Cc1cccc(NC(=O)Cn2nnc(-c3ccccc3)n2)c1C,enamine
Z243112260,Cc1nc(C2(NC(=O)c3ccc(-c4ccccc4F)o3)CCCC2)no1,enamine
Z297334860,COc1ccc(-c2nc(C(=O)Nc3cc(NC(C)=O)ccc3F)cs2)cc1,enamine
Z246797696,Cn1nnnc1-c1cccc(NS(=O)(=O)c2cccc(S(=O)(=O)NC3CC3)c2)c1,enamine
Z367439816,O=C(NC1CCCc2c1cnn2Cc1ccccc1)c1c(F)cccc1F,enamine
Z363070130,Cc1nc(-c2ccc(CC(=O)Nc3ccc4c(c3)OCCO4)cc2)cs1,enamine
Z362557794,N#Cc1ccccc1S(=O)(=O)Nc1cccc(Cn2cccn2)c1,enamine
Z381189214,Cc1nn(C)c2ncc(NC(=O)Cc3csc(Cc4cccc(Cl)c4)n3)cc12,enamine
Z195217596,Cc1ccccc1NS(=O)(=O)c1ccc(C(=O)Nc2ccn(C)n2)cc1,enamine
Z2000863443,Cc1csc(-c2cccc(S(=O)(=O)N(C)Cc3ncnn3C)c2)n1,enamine
Z1836569298,CCc1ccc2nc(-c3nnc(-c4ccccc4)o3)[nH]c(=O)c2c1,enamine
Z505521562,CCOc1cc(-c2ccccc2)sc1C(=O)Nc1nncs1,enamine
Z15892091,CCc1nc2ccccc2n1Cc1cccc(S(=O)(=O)N2CCOCC2)c1,enamine
Z1863653753,O=S(=O)(NCc1ccccc1)c1cnc2ccccc2c1,enamine
Z1914206500,Cc1ccc(-n2cc(S(=O)(=O)Nc3cn(Cc4ccccc4)nn3)cn2)cc1,enamine
Z2000667830,Cc1csc(-c2cccc(S(=O)(=O)N(C)c3cccnn3)c2)n1,enamine
Z507193500,O=C(Nc1ccccc1-n1ccnn1)c1ccn(-c2ccccc2)n1,enamine
Z2000635386,CCOc1cccc(S(=O)(=O)Nc2ccnn2-c2ccncc2)c1,enamine
Z2000659022,CCc1noc2ncc(S(=O)(=O)Nc3ccc(O)nn3)cc12,enamine
Z1148064964,O=C(CN1CCCCCC1=O)Nc1nc(Cc2ccccc2)ns1,enamine
Z507397966,CCS(=O)(=O)c1ccccc1C(=O)NCc1ccc(-n2cncn2)cc1,enamine
Z1147688333,COc1ccc(C)cc1NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,enamine
Z16115861,Cc1ccccc1Nc1nc(N)nc(COc2ccc3c(c2)CCC3)n1,enamine
Z99373278,O=C(Cc1noc2ccccc12)Nc1cccc(-c2nc3ccccc3[nH]2)c1,enamine
Z365673890,CS(=O)(=O)Nc1cccc(CNC(=O)c2ccc(-c3ccccc3F)s2)c1,enamine
Z415104652,O=C(O)c1cccc(-c2nc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cs2)c1,enamine
Z332784036,O=C(NCc1ccc(Cn2ccnc2)cc1)C1CCCc2ccccc21,enamine
Z28006138,COc1cccc(C(=O)Nc2sc(-c3ccccc3)c(C)c2C(=O)N2CCOCC2)c1,enamine
Z1147694916,O=C(Nc1cccc2cccnc12)c1ccc(-c2noc(C(F)(F)F)n2)cc1,enamine
Z509006284,O=C(NCc1ccccc1Cn1cncn1)N1CCC1c1ccccc1,enamine
Z1147714786,COc1ccc(C(C)NC(=O)c2ccc(-c3noc(C)n3)cc2)c(OC)c1,enamine
Z642149896,CNC(=O)c1cccc(NC(=O)Cn2nc(-c3ccccc3)ccc2=O)c1,enamine
Z608806864,Cc1ccc(C(=O)NCc2ccc(-c3csc(C)n3)s2)c(=O)[nH]1,enamine
Z849583046,Cc1nc(C2(NC(=O)c3cccn(Cc4ccccc4)c3=O)CCCCC2)no1,enamine
Z289530400,Cc1ccc(-c2nc(CN(c3nccs3)S(=O)(=O)c3ccccc3)no2)cc1,enamine
Z942421898,CCc1c(C(=O)N(C)Cc2ncc(C)c(OC)c2C)cnn1-c1ccccn1,enamine
Z952525580,Cc1nccc(C(=O)NCc2ccc(Cn3cnc4ccccc43)cc2)n1,enamine
Z968742526,CC1CN(S(=O)(=O)c2csc(-c3ccc(Br)cc3)n2)CCO1,enamine
Z240274322,CC(c1ccc(-n2cncn2)cc1)N(C)C(=O)c1cnc2ccccn2c1=O,enamine
Z970545698,O=C(CC1C(=O)Nc2ccccc21)Nc1nc(-c2ccccc2)ns1,enamine
Z852191770,CC(Nc1ccc(NC(=O)c2cnc3sccn3c2=O)cc1)c1ccccc1,enamine
Z1148617091,CCOC(=O)c1sc2ccsc2c1CNC(=O)C1CCCO1,enamine
Z510978860,Cc1cc(C)n(-c2ccc(CNC(=O)c3ccccc3S(C)(=O)=O)cn2)n1,enamine
Z915816286,O=C(NCc1cnn(Cc2ccccc2)c1)c1nccc2ccccc12,enamine
Z437770318,CCc1cc(=O)[nH]c(-c2cccc(NC(=O)c3nc4nc(C)cc(C)n4n3)c2)n1,enamine
Z1757971989,c1ccc(OCc2nc(CNC3CCCOC3c3ccncc3)cs2)cc1,enamine
Z16422302,COC(=O)c1cc(NC(=O)Cn2nnc(-c3ccccc3)n2)cc(C(=O)OC)c1,enamine
Z16422858,Cc1c(NC(=O)Cn2nnc(-c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,enamine
Z16422000,c1ccc(-c2nnn(Cc3nc4ccccc4s3)n2)cc1,enamine
Z16422019,Cc1ccc(F)cc1NC(=O)Cn1nnc(-c2ccccc2)n1,enamine
Z16422023,O=C(Cn1nnc(-c2ccccc2)n1)NC1CCCc2ccccc21,enamine
Z16422701,COc1cccc(NC(=O)Cn2nnc(-c3ccccc3)n2)c1,enamine
Z16422712,O=C(Cn1nnc(-c2ccccc2)n1)Nc1cccc(Br)c1,enamine
Z16422719,N#Cc1ccc(Cl)cc1NC(=O)Cn1nnc(-c2ccccc2)n1,enamine
Z16422738,O=C(Cn1nnc(-c2ccccc2)n1)Nc1c(F)cccc1F,enamine
Z16422760,CC1Cc2ccccc2N1C(=O)Cn1nnc(-c2ccccc2)n1,enamine
Z16422766,Cc1cc(C)cc(NC(=O)Cn2nnc(-c3ccccc3)n2)c1,enamine
Z16422776,O=C(Cn1nnc(-c2ccccc2)n1)Nc1ccccc1,enamine
Z203873424,O=C(NCc1ccc(Cn2ccnc2)cc1)c1cc2ccccc2s1,enamine
Z203870160,O=C(NCc1ccc(Cn2ccnc2)cc1)c1ccc(Br)s1,enamine
Z332783912,O=C(NCc1ccc(Cn2ccnc2)cc1)c1cccc(NC(=O)C2CCCO2)c1,enamine
Z203871156,Cc1noc(C)c1C(=O)NCc1ccc(Cn2ccnc2)cc1,enamine
Z16525857,Cc1cc(NC(=O)Cn2nnc(-c3ccccc3C)n2)no1,enamine
Z16526393,COc1ccc(Cl)cc1NC(=O)Cn1nnc(-c2ccccc2C)n1,enamine
Z16526937,Cc1cccc(NC(=O)Cn2nnc(-c3ccccc3Cl)n2)c1,enamine
Z288623564,CC(C)CC(=O)N1CCN(C(=O)COc2cccc(Oc3ccccn3)c2)CC1,enamine
Z510983850,CCc1nnsc1C(=O)NCc1ccc(-n2nc(C)cc2C)nc1,enamine
Z510986268,Cc1cc(C)n(-c2ccc(CNC(=O)c3cc[nH]n3)cn2)n1,enamine
Z510978370,CCc1c(C(=O)NCc2ccc(-n3nc(C)cc3C)nc2)cnn1-c1ccc(OC)nn1,enamine
Z510984822,Cc1cc(C)n(-c2ccc(CNC(=O)c3ccc(Cn4cncn4)cc3)cn2)n1,enamine
Z510991212,COc1ncccc1C(=O)NCc1ccc(-n2nc(C)cc2C)nc1,enamine
Z510985228,Cc1cc(C)n(-c2ccc(CNC(=O)c3cnc4ccccn4c3=O)cn2)n1,enamine
Z510985634,Cc1cccc(C(=O)NCc2ccc(-n3nc(C)cc3C)nc2)n1,enamine
Z16862843,COc1cc(C#N)ccc1OCc1nc(N)nc(Nc2ccccc2C)n1,enamine
Z999867924,COc1ccc(-c2nc(C(=O)Nc3cccnc3O)cs2)cc1OC,enamine
Z16959513,Cc1cc(NC(=O)Cn2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)no1,enamine
Z228934954,CC(Nc1ncnc2c1cnn2C)c1ccc(-n2cncn2)cc1,enamine
Z511740120,CCOc1cc(F)ccc1NC(=O)c1cn(-c2ccccc2)nn1,enamine
Z1500210290,Cc1ncc(Cl)c(C(=O)Nc2nc(-c3cccc(C#N)c3)cs2)n1,enamine
Z645815514,Cn1ncc2c(NCc3cccc(Cn4cncn4)c3)ncnc21,enamine
Z644809964,Cn1ncc2c(NCc3ccc(-n4cccn4)cc3)ncnc21,enamine
Z237580326,Cc1nn(-c2ccccc2)c(C)c1CNc1ncnc2[nH]ncc12,enamine
Z228952640,Cc1nn(-c2ccccc2)c(C)c1CNc1ncnc2c1cnn2C,enamine
Z645238190,Cn1ncc2c(NCc3cnn(Cc4ccccc4)c3)ncnc21,enamine
Z228980684,Cc1nc(-c2ccc(CNc3ncnc4c3cnn4C)s2)cs1,enamine
Z645544196,Cn1ncc2c(NCc3ccc(-n4cncn4)cc3)ncnc21,enamine
Z645089642,c1cncc(COc2ccc(CNc3ncnc4ccccc34)cc2)c1,enamine
Z279776956,Cn1ncc2c(NCc3csc(-c4ccccc4)n3)ncnc21,enamine
Z1502752503,c1ccc(-c2nc(CCNc3ncnc4ncccc34)co2)cc1,enamine
Z229330416,Cn1ncc2c(NCCc3ccc(-n4cccn4)cc3)ncnc21,enamine
Z279787786,Cn1ncc2c(NCc3ccc(-c4nc5ccccc5s4)o3)ncnc21,enamine
Z1502753017,c1ccc(-n2ccc(CCNc3ncnc4ncccc34)n2)cc1,enamine
Z1002349712,Cc1ccc(-c2nc(CCNc3ncnc4[nH]ncc34)co2)cc1,enamine
Z1502754634,COc1ccc(CNc2ncnc3c2cnn3-c2ncccn2)cc1C,enamine
Z89634836,CC(=O)N1CCC(C(=O)Nc2ncc(Cc3ccc(F)cc3)s2)CC1,enamine
Z89632676,O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1cccnc1,enamine
Z512729712,O=C(Cc1cnn(-c2ccccc2)c1)Nc1nnc(-c2ccccn2)s1,enamine
Z95952053,O=C(Cc1csc(N2CCCC2=O)n1)Nc1ncc(Cc2ccc(F)cc2)s1,enamine
Z512863626,Cc1cc(C(=O)Nc2ccn(Cc3ccccc3)n2)no1,enamine
Z816808144,COc1ccc(-n2ccc(C(=O)N3CCCC3C(=O)N(C)C)n2)cc1,enamine
Z2002674483,COc1ccc(-c2nc(C)c(C(=O)Nc3nc(C)no3)s2)c(F)c1,enamine
Z1151325139,O=C(CN1CCCc2sccc2C1=O)Nc1ccc(-n2cncn2)c(F)c1,enamine
Z973576292,O=C(Nc1nccn1Cc1ccccc1)c1nccc2ccccc12,enamine
Z954334418,Cc1nc(Cc2ccc(F)cc2)sc1C(=O)N1c2ccccc2CC1C(N)=O,enamine
Z392053044,N#Cc1c(NC(=O)c2ccn(-c3ccccc3)n2)sc2c1CCC2,enamine
Z381250852,O=C(NCc1ncc(-c2ccccc2)o1)c1n[nH]c(=O)c2ccccc12,enamine
Z942404938,COc1c(C)cnc(CN(C)C(=O)c2cc(C)n(-c3cccnc3)c2C)c1C,enamine
Z740979040,Cc1noc(C)c1S(=O)(=O)NCc1cc(-c2ccccc2)no1,enamine
Z1500743545,Cc1[nH]c(=O)c(C(=O)NC2CCOC2)cc1-c1ccccc1,enamine
Z1842241893,COc1ccc2c(c1NC(=O)c1cccc(Nc3cnn(C)c3)c1)CCC2,enamine
Z748446478,Cc1cc(C)n(Cc2cccc(CNC(=O)c3ccnc(C)n3)c2)n1,enamine
Z98425482,Cc1ccccc1NC(=O)Cc1nc(Cn2nc(C)c(C)c(C#N)c2=O)cs1,enamine
Z1091250464,Cc1ccc(C(=O)Nc2ncccc2OCc2ccncc2)cc1,enamine
Z1498122116,Cc1cc(C(=O)N(C)Cc2nccn2C)nn1-c1ccc(F)cc1F,enamine
Z28550872,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(-c2nccs2)cc1,enamine
Z28551029,COc1ccccc1CC(=O)Nc1ccc(-c2nccs2)cc1,enamine
Z225133102,Cn1ncc2c(=O)n(CC(=O)Nc3ccc(-c4nccs4)cc3)cnc21,enamine
Z996563282,O=C(Nc1ccn(Cc2ccccn2)n1)c1ccccc1OCC1CC1,enamine
Z1000026518,COc1ccncc1NC(=O)c1ccc2c(c1)nc(C)n2C,enamine
Z996563508,Cc1ccc(C2CC2C(=O)Nc2ccn(Cc3cccnc3)n2)s1,enamine
Z448179320,O=c1ccc(-c2nnco2)cn1CCOc1cccc(Br)c1,enamine
Z369936928,COc1ccccc1NC(=O)N1CCN(C(C)c2nc(-c3ccc(C)cc3)no2)CC1,enamine
Z984512886,O=C(Nc1cnn(Cc2ccncc2)c1)c1cccnc1O,enamine
Z196168822,NS(=O)(=O)Cc1ccc(CNc2ccc(S(=O)(=O)N3CCOCC3)cn2)cc1,enamine
Z318748652,Cc1cc(Oc2ccc(N(C)S(=O)(=O)c3ccccc3F)cc2)nc(C)n1,enamine
Z367525016,O=S(=O)(Nc1cccc(Oc2cnccn2)c1)c1cccc(F)c1,enamine
Z440925890,Cc1nc(-c2ccncc2)[nH]c(=O)c1CC(=O)N1c2ccccc2CC1C,enamine
Z2003915732,COc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1cc(C)no1,enamine
Z2003916244,COc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)C1CCOC1,enamine
Z2003916656,COc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)C1CCCO1,enamine
Z996753112,COc1cc(C#N)ccc1Oc1ccc(NC(=O)c2cnccn2)cc1,enamine
Z558379334,O=C(NCc1cc(-c2ccccc2)no1)N1CCCC1c1ccncc1,enamine
Z993467412,COc1ccc(C(=O)Nc2cnn(Cc3cn4ccccc4n3)c2)c(OC)c1,enamine
Z62731525,COc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1NC(=O)Cc1c(C)noc1C,enamine
Z131562986,Cc1cc(C)n2nc(C(=O)Nc3ccnn3Cc3ccc(Cl)cc3Cl)nc2n1,enamine
Z401536328,O=C1CCCN1CCc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,enamine
Z285678722,NC(=O)c1cccnc1Oc1ccc(-c2ccccc2)cc1,enamine
Z381187268,COC(=O)c1cnc(NC(=O)Cc2csc(Cc3cccc(Cl)c3)n2)s1,enamine
Z370825816,CN(C(=O)c1ccc(S(=O)(=O)N2CCCCC2)o1)c1ccccc1,enamine
Z1001275144,CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cccc(-c4ncon4)c3)cc(C3CC3)nc21,enamine
Z318456612,Cc1c(C(=O)N(C)Cc2nccn2C(F)F)cnn1-c1ccc(Br)cc1,enamine
Z1502788063,CCc1cnc(CNc2ncnc3c2cnn3-c2ncccn2)s1,enamine
Z1502786962,N#Cc1ccc(F)c(CNc2ncnc3c2cnn3-c2ncccn2)c1,enamine
Z1502765828,CCc1nc(CNc2ncnc3c2cnn3-c2ncccn2)cs1,enamine
Z367433250,Cc1ccccc1C(=O)NC1CCCc2c1cnn2Cc1ccccc1,enamine
Z392008366,CCOc1ccccc1NC(=O)c1cc(-c2ccccc2)no1,enamine
Z444950826,Cc1cc(=O)c(C(=O)Nc2cccc(OCCn3cccn3)c2)nn1-c1ccccc1Cl,enamine
Z167073064,Cc1ccnc(NC(=O)c2nn(-c3ccccc3F)c(C)cc2=O)c1,enamine
Z572578216,Cc1cc(C)n(-c2ccc(CNC(=O)c3cnc4sccn4c3=O)cn2)n1,enamine
Z167072816,Cc1ccnc(NC(=O)c2nn(-c3ccc(Cl)cc3)c(C)cc2=O)c1,enamine
Z244347872,Cc1ccnc(NC(=O)Cc2nc(-c3ccccc3)oc2C)c1,enamine
Z71390227,Cc1ccnc(NC(=O)c2ccc(-c3ccccc3F)o2)c1,enamine
Z1002394722,CC(C)c1cccc(NC(=O)Cn2nc(-c3ccc4c(c3)OCCCO4)ccc2=O)c1,enamine
Z390338652,O=c1c2ccc(F)cc2ncn1Cc1csc(Cc2ccc(Cl)cc2)n1,enamine
Z1002208624,N#Cc1c(F)cccc1NCc1cc(-c2ccccc2)no1,enamine
Z1002186854,CC(Nc1cccc(F)c1C#N)c1ccc(-n2cncn2)cc1,enamine
Z1436000799,Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1nc(C(F)(F)F)c[nH]1,enamine
Z196095296,COc1ccc(-c2nc(CN3CCN(c4ncccc4C#N)CC3)cs2)cc1,enamine
Z1002320030,FC(F)(F)c1ccnc(Oc2cccc(Oc3ncccn3)c2)n1,enamine
Z18299106,N#Cc1ccc(-c2ccc(OCC(=O)N3CCCC3)cc2)cc1,enamine
Z230068826,COc1ccc(-c2noc(CN3CCN(C(=O)c4ccc(C)o4)CC3)n2)cc1,enamine
Z1003236192,Cc1nn(C)c2ncc(S(=O)(=O)NCc3ccnc(-n4cccn4)c3)cc12,enamine
Z570887610,CC1CC(C)n2nccc2N1C(=O)Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,enamine
Z1003286926,Cc1nn(C)c2ncc(S(=O)(=O)N(C)c3ccccn3)cc12,enamine
Z1799579910,O=C(Nc1ccccc1)C1CCOC1c1cnn(-c2ccccc2)c1,enamine
Z1003140488,Cc1nn(C)c2ncc(S(=O)(=O)NCc3ccc(S(N)(=O)=O)cc3)cc12,enamine
Z1313035644,Cc1nnc(-c2cccc(C(=O)Nc3ccc(N4CCCC4)cn3)c2)o1,enamine
Z106948832,CC(=O)Nc1ccccc1OCc1ncc(-c2cccc(Cl)c2)o1,enamine
Z1443622001,CCOc1cn(-c2ccccc2)nc1C(=O)N1CCCC(C(=O)O)C1,enamine
Z91710618,Cc1nc(-c2ccc(OCC(=O)N3CCCC3)cc2)no1,enamine
Z994299096,Cc1ccc(C)c(-c2csc(Cn3nc4ccccn4c3=O)n2)c1,enamine
Z373415524,O=C(NCc1ccccc1Cn1cncn1)c1cccnc1O,enamine
Z1504231658,COc1cccc(C(N)=O)c1OCc1ccn(-c2c(F)cccc2F)n1,enamine
Z1504271933,O=C(Nc1ccccc1OCc1ccn(-c2c(F)cccc2F)n1)C1CC1,enamine
Z25383510,O=C(COc1ccc(-c2nnco2)cc1)N1CCCC1,enamine
Z319328316,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccc2oc(=O)[nH]c2c1,enamine
Z961383468,Cc1ccc(-c2cc(CS(=O)(=O)NC3CCCNC3=O)on2)cc1,enamine
Z1849109824,COc1ccccc1CNC(=O)C1CCOC1c1cnn(-c2ccccc2F)c1,enamine
Z1822516546,Cc1ccc(Cc2nnn(CC(=O)Nc3cc(C)on3)n2)cc1,enamine
Z1462034341,CCOC(=O)c1cncn(Cc2csc(-c3ccc(F)cc3)n2)c1=O,enamine
Z1797053517,Cc1c(C2OCCC2C(=O)Nc2ncc(Cc3ccc(F)cc3F)s2)cnn1C,enamine
Z851012406,Fc1ccc(-c2n[nH]cc2CNCc2ccccc2Cn2cncn2)cc1,enamine
Z369297508,CC1CCCN(S(=O)(=O)NCc2ccccc2Cn2cncn2)C1,enamine
Z1872520745,O=C(Nc1nccc2ccncc12)c1ccc(Oc2cccnc2)cc1,enamine
Z1835938033,O=C(NCc1cccc(-c2nc(-c3ccncc3)no2)c1)c1ccnc(OC2CCC2)c1,enamine
Z1216406755,CCOC(C)c1noc(COc2cccc(C#N)c2)n1,enamine
Z1913255944,Cc1nc(N2CCCC2)ccc1NS(=O)(=O)c1cnc2ccccc2c1,enamine
Z1697385641,Cc1nc(-c2ccc(F)c(F)c2)sc1C(=O)N1CCOCC1CC(C)O,enamine
Z1913236440,COC(=O)c1cccc(S(=O)(=O)Nc2nn(-c3ccc(C#N)cc3F)cc2C#N)c1C,enamine
Z1799605336,COc1ccc(NC(=O)C2CCOC2c2cnn(-c3ccccc3)c2)c(C)c1,enamine
Z1784144817,CC(NC(=O)c1cccc2nn[nH]c12)c1cnn(Cc2ccccc2)c1,enamine
Z1981231624,Cc1cc(S(=O)(=O)NCc2noc(-c3cccc(F)c3)n2)c(C)o1,enamine
Z1216403474,CCOC(C)c1noc(Cc2csc(N3CCNC3=O)n2)n1,enamine
Z2010420046,O=C(O)c1cccc2c1N(S(=O)(=O)c1cccc(-n3cnnn3)c1)CC2,enamine
Z224890042,Cc1ccnc(NC(=O)c2occc2COc2ccccc2)c1,enamine
Z2010527135,NC(=O)c1ccc(NCc2nccn2CCc2ccccc2)nn1,enamine
Z392348106,COC(=O)c1sccc1NC(=O)c1csc(Cc2ccccc2)n1,enamine
Z62755229,COc1ccc(-c2nc(CC(=O)Nc3cccc4ncccc34)cs2)cc1,enamine
Z445072346,Cc1noc(NC(=O)c2cccc(NS(=O)(=O)c3ccc(Br)cc3)c2)n1,enamine
Z364969738,CCn1cnnc1-c1cccc(NC(=O)c2ccccc2OC)c1,enamine
Z414865858,COc1ccc(C(=O)Nc2ncc(C)s2)cc1NC(=O)c1ccc(NC(C)=O)cc1,enamine
Z28999184,Cc1cc(C(=O)Nc2nc(C)c(Cc3ccc4c(c3)OCO4)s2)no1,enamine
Z416935574,Cc1cc(CS(=O)(=O)Cc2csc(-c3ccc(F)cc3)n2)on1,enamine
Z367536972,Cc1cc(C)n(-c2ccc(NC(=O)Cn3ccc(=O)[nH]c3=O)cn2)n1,enamine
Z140079118,COc1ccc(-c2cc(NC(=O)Cn3ccc(=O)[nH]c3=O)ccc2OC(F)F)cc1,enamine
Z318451314,CN(Cc1nccn1C(F)F)C(=O)c1cc2ccccc2o1,enamine
Z228707050,Cn1ncc2c(Oc3ccc(NC(=O)c4ccccc4Br)cc3)ncnc21,enamine
Z228707162,Cn1ncc2c(Oc3ccc(NC(=O)c4ccccc4Cl)cc3)ncnc21,enamine
Z1003539864,CN(Cc1ccccc1-c1ccccc1)S(=O)(=O)N1CCOCC1,enamine
Z228720698,Cc1ccc(C)c(S(=O)(=O)N(C)c2ccc(Oc3ncnc4c3cnn4C)cc2)c1,enamine
Z2010390829,O=c1c(-c2ccccc2)cncn1Cc1noc(C2CC2)n1,enamine
Z646399878,CN(Cc1ccn(-c2ccccc2)n1)c1ncnc2c1cnn2C,enamine
Z368610752,Cn1ncc2c(NC3CCCc4c3cnn4Cc3ccccc3)ncnc21,enamine
Z279824270,Cn1ncc2c(Oc3ccc(Oc4ccccn4)cc3)ncnc21,enamine
Z281834054,Cn1ncc2c(Oc3ccc(Oc4ccc(C(F)(F)F)cn4)cc3)ncnc21,enamine
Z228795030,Cn1ncc2c(Nc3ccc(-c4nccs4)cc3)ncnc21,enamine
Z1003297424,Cc1nn(C)c2ncc(S(=O)(=O)N(C)Cc3ccccn3)cc12,enamine
Z741768446,Cc1ccc(-c2cc(CS(=O)(=O)NC3CCOCC3)on2)cc1,enamine
Z229937962,CC(C)N(Cc1ccccc1)C(=O)c1ccc(CS(=O)(=O)c2ccccc2)o1,enamine
Z594980954,COC(=O)c1cc(N2CCOCC2)ccc1NC(=O)c1ccc(-c2cnco2)cc1,enamine
Z100740090,O=C(Cn1nc(-c2ccccc2)oc1=O)N1CCN(c2ccccc2Cl)CC1,enamine
Z154124744,Cc1cc(Cn2nc(C)c(S(=O)(=O)N3CCc4ccccc43)c2C)on1,enamine
Z2010999630,N#Cc1ncccc1S(=O)(=O)NCc1noc(-c2ccccc2)n1,enamine
Z281804694,Cc1nnc(Oc2ccc(N(C)S(=O)(=O)c3ccccc3F)cc2)c2ccccc12,enamine
Z358320012,O=C(Nc1ccc(Cn2cncn2)cc1)c1cccnc1O,enamine
Z422443588,CN(C(=O)Cc1ccc(-n2cccn2)cc1)c1ccccc1,enamine
Z424520964,CC(=O)Nc1nc(C(=O)NCc2ccc(Oc3cc(C)ccc3C)nc2)cs1,enamine
Z422418418,O=C(Cc1ccc(-n2cccn2)cc1)Nc1cccc(Cl)c1,enamine
Z443234324,Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1cccc(NC(=O)C2CC2)c1,enamine
Z442541608,Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)NC1CCOc2ccccc21,enamine
Z422443914,Cc1cccc(NC(=O)Cc2ccc(-n3nc(C)cc3C)cc2)c1,enamine
Z90960987,O=C(Cc1csc(-c2ccccn2)n1)Nc1cccc2cccnc12,enamine
Z134374464,COC(=O)c1ccccc1NC(=O)Cn1nc(-c2ccc(F)cc2)oc1=O,enamine
Z82187082,COC(=O)c1ccc(C)c(NC(=O)Cc2csc(-c3ccccn3)n2)c1,enamine
Z443967412,Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1ccc(CC(N)=O)cc1,enamine
